Date;;year;month;Urals;Exchange;day;Base;interv_fact;neftegas;urals_b;urals_b2
01.06.2020;20206;2020;6;37.64;71.1012;1371;42.44832;-209.4;0;41.09873223;41.005824
02.06.2020;20206;2020;6;39.35;69.7114;1372;42.44832;-209.4;0;41.57869094;41.518824
03.06.2020;20206;2020;6;39.39;68.9831;1373;42.44832;-209.4;0;41.58991805;41.530824
04.06.2020;20206;2020;6;39.46;68.3413;1374;42.44832;-209.4;0;41.60956548;41.551824
05.06.2020;20206;2020;6;42.79;69.0151;1375;42.44832;-209.4;0;42.54422193;42.550824
08.06.2020;20206;2020;6;41.92;69.0151;1376;42.44832;-209.4;0;42.3000324;42.289824
09.06.2020;20206;2020;6;41.72;68.3123;1377;42.44832;-209.4;0;42.24389688;42.229824
10.06.2020;20206;2020;6;42.15;68.6745;1378;42.44832;-209.4;0;42.36458826;42.358824
11.06.2020;20206;2020;6;39.88;68.6183;1379;42.44832;-209.4;0;41.72745008;41.677824
12.06.2020;20206;2020;6;40.25;69.1219;1380;42.44832;-209.4;0;41.83130079;41.788824
15.06.2020;20206;2020;6;40.49;69.1219;1381;42.44832;-209.4;0;41.89866342;41.860824
16.06.2020;20206;2020;6;42.05;70.395;1382;42.44832;-209.4;0;42.33652049;42.328824
17.06.2020;20206;2020;6;42.22;69.7524;1383;42.44832;-209.4;0;42.38423569;42.379824
18.06.2020;20206;2020;6;44.15;69.4822;1384;42.44832;-209.4;0;42.92594348;42.958824
19.06.2020;20206;2020;6;45.39;69.618;1385;42.44832;-209.4;0;43.27398372;43.330824
22.06.2020;20206;2020;6;45.43;69.618;1386;42.44832;-209.4;0;43.28521082;43.342824
23.06.2020;20206;2020;6;46.17;69.4835;1387;42.44832;-209.4;0;43.49291225;43.564824
24.06.2020;20206;2020;6;43.16;68.8376;1388;42.44832;-209.4;0;42.64807264;42.661824
25.06.2020;20206;2020;6;43.43;68.8376;1389;42.44832;-209.4;0;42.7238556;42.742824
26.06.2020;20206;2020;6;43.17;69.466;1390;42.44832;-209.4;0;42.65087942;42.664824
29.06.2020;20206;2020;6;43.77;69.466;1391;42.44832;-209.4;0;42.81928599;42.844824
30.06.2020;20206;2020;6;44.16;69.9513;1392;42.44832;-209.4;0;42.92875025;42.961824
01.07.2020;20207;2020;7;44.42;70.4413;1393;42.44832;-148.7;0;43.00172643;43.039824
02.07.2020;20207;2020;7;44.82;70.4413;1394;42.44832;-148.7;0;43.11399748;43.159824
03.07.2020;20207;2020;7;44.72;70.5198;1395;42.44832;-148.7;0;43.08592972;43.129824
06.07.2020;20207;2020;7;45.11;70.5198;1396;42.44832;-148.7;0;43.19539398;43.246824
07.07.2020;20207;2020;7;44.62;71.3409;1397;42.44832;-148.7;0;43.05786195;43.099824
08.07.2020;20207;2020;7;44.47;72.1719;1398;42.44832;-148.7;0;43.01576031;43.054824
09.07.2020;20207;2020;7;43.42;71.2379;1399;42.44832;-148.7;0;42.72104882;42.739824
10.07.2020;20207;2020;7;43.97;70.88;1400;42.44832;-148.7;0;42.87542151;42.904824
13.07.2020;20207;2020;7;44.98;70.88;1401;42.44832;-148.7;0;43.15890589;43.207824
14.07.2020;20207;2020;7;44.78;70.7479;1402;42.44832;-148.7;0;43.10277037;43.147824
15.07.2020;20207;2020;7;45.36;71.1275;1403;42.44832;-148.7;0;43.26556339;43.321824
16.07.2020;20207;2020;7;45.6;70.7998;1404;42.44832;-148.7;0;43.33292601;43.393824
17.07.2020;20207;2020;7;45.13;71.231;1405;42.44832;-148.7;0;43.20100754;43.252824
20.07.2020;20207;2020;7;44.61;71.231;1406;42.44832;-148.7;0;43.05505518;43.096824
21.07.2020;20207;2020;7;45.41;71.9628;1407;42.44832;-148.7;0;43.27959727;43.336824
22.07.2020;20207;2020;7;44.12;70.9668;1408;42.44832;-148.7;0;42.91752315;42.949824
23.07.2020;20207;2020;7;44.45;70.7881;1409;42.44832;-148.7;0;43.01014676;43.048824
24.07.2020;20207;2020;7;43.86;70.963;1410;42.44832;-148.7;0;42.84454697;42.871824
27.07.2020;20207;2020;7;43.25;70.963;1411;42.44832;-148.7;0;42.67333363;42.688824
28.07.2020;20207;2020;7;43.87;71.585;1412;42.44832;-148.7;0;42.84735375;42.874824
29.07.2020;20207;2020;7;44.34;71.9196;1413;42.44832;-148.7;0;42.97927222;43.015824
30.07.2020;20207;2020;7;42.92;72.2348;1414;42.44832;-148.7;0;42.58071002;42.589824
31.07.2020;20207;2020;7;43.57;73.3633;1415;42.44832;-148.7;0;42.76315046;42.784824
03.08.2020;20208;2020;8;44.25;73.3633;1416;42.44832;-78.3;0;42.95401124;42.988824
04.08.2020;20208;2020;8;44.33;74.1586;1417;42.44832;-78.3;0;42.97646545;43.012824
05.08.2020;20208;2020;8;46.15;73.3806;1418;42.44832;-78.3;0;43.4872987;43.558824
06.08.2020;20208;2020;8;45.64;73.2806;1419;42.44832;-78.3;0;43.34415312;43.405824
07.08.2020;20208;2020;8;44.67;73.0397;1420;42.44832;-78.3;0;43.07189584;43.114824
10.08.2020;20208;2020;8;44.49;73.0397;1421;42.44832;-78.3;0;43.02137387;43.060824
11.08.2020;20208;2020;8;44.7;73.775;1422;42.44832;-78.3;0;43.08031616;43.123824
12.08.2020;20208;2020;8;44.95;73.1522;1423;42.44832;-78.3;0;43.15048557;43.198824
13.08.2020;20208;2020;8;45;73.2351;1424;42.44832;-78.3;0;43.16451945;43.213824
14.08.2020;20208;2020;8;44.7;73.6067;1425;42.44832;-78.3;0;43.08031616;43.123824
17.08.2020;20208;2020;8;44.58;73.6067;1426;42.44832;-78.3;0;43.04663485;43.087824
18.08.2020;20208;2020;8;45.17;72.9676;1427;42.44832;-78.3;0;43.21223464;43.264824
19.08.2020;20208;2020;8;45.09;73.4321;1428;42.44832;-78.3;0;43.18978043;43.240824
20.08.2020;20208;2020;8;44.34;73.2392;1429;42.44832;-78.3;0;42.97927222;43.015824
21.08.2020;20208;2020;8;43.39;73.7711;1430;42.44832;-78.3;0;42.71262849;42.730824
24.08.2020;20208;2020;8;44.18;73.7711;1431;42.44832;-78.3;0;42.93436381;42.967824
25.08.2020;20208;2020;8;46.06;74.4184;1432;42.44832;-78.3;0;43.46203771;43.531824
26.08.2020;20208;2020;8;45.79;74.5126;1433;42.44832;-78.3;0;43.38625476;43.450824
27.08.2020;20208;2020;8;44.59;75.5379;1434;42.44832;-78.3;0;43.04944163;43.090824
28.08.2020;20208;2020;8;45.1;75.2354;1435;42.44832;-78.3;0;43.19258721;43.243824
01.09.2020;20209;2020;9;45.78;73.8039;1436;42.44832;-57.5;0;43.38344798;43.447824
02.09.2020;20209;2020;9;44.78;73.5849;1437;42.44832;-57.5;0;43.10277037;43.147824
03.09.2020;20209;2020;9;41.84;73.8588;1438;42.44832;-57.5;0;42.2775782;42.265824
04.09.2020;20209;2020;9;41.2;75.468;1439;42.44832;-57.5;0;42.09794452;42.073824
07.09.2020;20209;2020;9;40.53;75.468;1440;42.44832;-57.5;0;41.90989052;41.872824
08.09.2020;20209;2020;9;38.47;75.591;1441;42.44832;-57.5;0;41.33169465;41.254824
09.09.2020;20209;2020;9;39.85;75.9645;1442;42.44832;-57.5;0;41.71902975;41.668824
10.09.2020;20209;2020;9;39.55;76.0713;1443;42.44832;-57.5;0;41.63482647;41.578824
11.09.2020;20209;2020;9;38.98;75.5274;1444;42.44832;-57.5;0;41.47484023;41.407824
14.09.2020;20209;2020;9;38.44;75.5274;1445;42.44832;-57.5;0;41.32327432;41.245824
15.09.2020;20209;2020;9;39.01;74.7148;1446;42.44832;-57.5;0;41.48326056;41.416824
16.09.2020;20209;2020;9;40.78;75.1884;1447;42.44832;-57.5;0;41.98005993;41.947824
17.09.2020;20209;2020;9;42.24;74.9278;1448;42.44832;-57.5;0;42.38984924;42.385824
18.09.2020;20209;2020;9;42.28;75.1941;1449;42.44832;-57.5;0;42.40107634;42.397824
21.09.2020;20209;2020;9;40.03;75.1941;1450;42.44832;-57.5;0;41.76955172;41.722824
22.09.2020;20209;2020;9;40.85;76.0381;1451;42.44832;-57.5;0;41.99970736;41.968824
23.09.2020;20209;2020;9;41.35;76.2711;1452;42.44832;-57.5;0;42.14004617;42.118824
24.09.2020;20209;2020;9;40.86;76.3545;1453;42.44832;-57.5;0;42.00251414;41.971824
25.09.2020;20209;2020;9;41.14;77.178;1454;42.44832;-57.5;0;42.08110387;42.055824
28.09.2020;20209;2020;9;41.69;77.178;1455;42.44832;-57.5;0;42.23547655;42.220824
29.09.2020;20209;2020;9;40.66;78.6713;1456;42.44832;-57.5;0;41.94637861;41.911824
30.09.2020;20209;2020;9;40.49;79.6845;1457;42.44832;-57.5;0;41.89866342;41.860824
01.10.2020;202010;2020;10;39.44;78.7847;1458;42.44832;-175.9;0;41.60395193;41.545824
02.10.2020;202010;2020;10;38.8;77.2774;1459;42.44832;-175.9;0;41.42431826;41.353824
05.10.2020;202010;2020;10;39.92;77.2774;1460;42.44832;-175.9;0;41.73867718;41.689824
06.10.2020;202010;2020;10;41.01;78.1281;1461;42.44832;-175.9;0;42.04461578;42.016824
07.10.2020;202010;2020;10;40.25;78.5119;1462;42.44832;-175.9;0;41.83130079;41.788824
08.10.2020;202010;2020;10;41.61;78.0921;1463;42.44832;-175.9;0;42.21302234;42.196824
09.10.2020;202010;2020;10;41.98;77.9157;1464;42.44832;-175.9;0;42.31687306;42.307824
12.10.2020;202010;2020;10;40.55;77.9157;1465;42.44832;-175.9;0;41.91550408;41.878824
13.10.2020;202010;2020;10;41.39;77.0239;1466;42.44832;-175.9;0;42.15127327;42.130824
14.10.2020;202010;2020;10;41.7;77.2855;1467;42.44832;-175.9;0;42.23828333;42.223824
15.10.2020;202010;2020;10;41.02;77.2759;1468;42.44832;-175.9;0;42.04742255;42.019824
16.10.2020;202010;2020;10;41.53;77.9461;1469;42.44832;-175.9;0;42.19056814;42.172824
19.10.2020;202010;2020;10;41.77;77.9461;1470;42.44832;-175.9;0;42.25793076;42.244824
20.10.2020;202010;2020;10;40.99;77.9241;1471;42.44832;-175.9;0;42.03900223;42.010824
21.10.2020;202010;2020;10;40.27;77.778;1472;42.44832;-175.9;0;41.83691435;41.794824
22.10.2020;202010;2020;10;41.68;77.0322;1473;42.44832;-175.9;0;42.23266978;42.217824
23.10.2020;202010;2020;10;41.41;77.0809;1474;42.44832;-175.9;0;42.15688682;42.136824
26.10.2020;202010;2020;10;39.84;77.0809;1475;42.44832;-175.9;0;41.71622297;41.665824
27.10.2020;202010;2020;10;40.58;76.4443;1476;42.44832;-175.9;0;41.92392441;41.887824
28.10.2020;202010;2020;10;38.69;76.4556;1477;42.44832;-175.9;0;41.39344372;41.320824
29.10.2020;202010;2020;10;36.98;77.552;1478;42.44832;-175.9;0;40.913485;40.807824
30.10.2020;202010;2020;10;37.12;78.8699;1479;42.44832;-175.9;0;40.95277987;40.849824
02.11.2020;202011;2020;11;37.24;78.8699;1480;42.44832;-145.9;0;40.98646118;40.885824
03.11.2020;202011;2020;11;38.79;80.5749;1481;42.44832;-145.9;0;41.42151148;41.350824
04.11.2020;202011;2020;11;39.94;80.0006;1482;42.44832;-145.9;0;41.74429073;41.695824
05.11.2020;202011;2020;11;40.25;80.0006;1483;42.44832;-145.9;0;41.83130079;41.788824
06.11.2020;202011;2020;11;39.13;78.4559;1484;42.44832;-145.9;0;41.51694187;41.452824
09.11.2020;202011;2020;11;42;78.4559;1485;42.44832;-145.9;0;42.32248661;42.313824
10.11.2020;202011;2020;11;42.5;76.9515;1486;42.44832;-145.9;0;42.46282542;42.463824
11.11.2020;202011;2020;11;43.91;76.3978;1487;42.44832;-145.9;0;42.85858085;42.886824
12.11.2020;202011;2020;11;43.39;76.2075;1488;42.44832;-145.9;0;42.71262849;42.730824
13.11.2020;202011;2020;11;42.51;77.1148;1489;42.44832;-145.9;0;42.4656322;42.466824
16.11.2020;202011;2020;11;43.8;77.1148;1490;42.44832;-145.9;0;42.82770631;42.853824
17.11.2020;202011;2020;11;42.86;76.9197;1491;42.44832;-145.9;0;42.56386936;42.571824
18.11.2020;202011;2020;11;43.81;76.253;1492;42.44832;-145.9;0;42.83051309;42.856824
19.11.2020;202011;2020;11;43.64;75.9268;1493;42.44832;-145.9;0;42.7827979;42.805824
20.11.2020;202011;2020;11;44.06;76.2627;1494;42.44832;-145.9;0;42.90068249;42.931824
23.11.2020;202011;2020;11;45.55;76.2627;1495;42.44832;-145.9;0;43.31889213;43.378824
24.11.2020;202011;2020;11;47.48;75.76;1496;42.44832;-145.9;0;43.86059992;43.957824
25.11.2020;202011;2020;11;47.63;75.8146;1497;42.44832;-145.9;0;43.90270156;44.002824
26.11.2020;202011;2020;11;47.17;75.4727;1498;42.44832;-145.9;0;43.77358986;43.864824
27.11.2020;202011;2020;11;47.59;75.4518;1499;42.44832;-145.9;0;43.89147446;43.990824
30.11.2020;202011;2020;11;46.92;75.4518;1500;42.44832;-145.9;0;43.70342046;43.789824
01.12.2020;202012;2020;12;47.91;76.1999;1501;42.44832;-139;0;43.9812913;44.086824
02.12.2020;202012;2020;12;48.7;76.3203;1502;42.44832;-139;0;44.20302661;44.323824
03.12.2020;202012;2020;12;49.13;75.6151;1503;42.44832;-139;0;44.32371798;44.452824
04.12.2020;202012;2020;12;49.88;75.1996;1504;42.44832;-139;0;44.53422619;44.677824
07.12.2020;202012;2020;12;49.05;75.1996;1505;42.44832;-139;0;44.30126377;44.428824
08.12.2020;202012;2020;12;49.01;74.2506;1506;42.44832;-139;0;44.29003667;44.416824
09.12.2020;202012;2020;12;48.84;73.6618;1507;42.44832;-139;0;44.24232147;44.365824
10.12.2020;202012;2020;12;51.1;73.3057;1508;42.44832;-139;0;44.87665288;45.043824
11.12.2020;202012;2020;12;50.19;73.7124;1509;42.44832;-139;0;44.62123625;44.770824
14.12.2020;202012;2020;12;49.68;73.7124;1510;42.44832;-139;0;44.47809067;44.617824
15.12.2020;202012;2020;12;50.92;72.9272;1511;42.44832;-139;0;44.82613091;44.989824
16.12.2020;202012;2020;12;50.57;73.4453;1512;42.44832;-139;0;44.72789374;44.884824
17.12.2020;202012;2020;12;51.25;73.4201;1513;42.44832;-139;0;44.91875452;45.088824
18.12.2020;202012;2020;12;52.2;72.9781;1514;42.44832;-139;0;45.18539825;45.373824
21.12.2020;202012;2020;12;50.02;72.9781;1515;42.44832;-139;0;44.57352106;44.719824
22.12.2020;202012;2020;12;50.3;74.6721;1516;42.44832;-139;0;44.65211079;44.803824
23.12.2020;202012;2020;12;51.36;75.3498;1517;42.44832;-139;0;44.94962905;45.121824
24.12.2020;202012;2020;12;50.69;75.4571;1518;42.44832;-139;0;44.76157505;44.920824
29.12.2020;202012;2020;12;50.81;73.7175;1519;42.44832;-139;0;44.79525637;44.956824
30.12.2020;202012;2020;12;50.64;73.6567;1520;42.44832;-139;0;44.74754117;44.905824
31.12.2020;202012;2020;12;50.97;73.8757;1521;42.44832;-139;0;44.84016479;45.004824
01.01.2021;20211;2021;1;50.97;73.8757;1522;43.2972864;56.9;0;48.67934727;45.59910048
04.01.2021;20211;2021;1;50.37;73.8757;1523;43.2972864;56.9;0;48.25847446;45.41910048
05.01.2021;20211;2021;1;52.66;73.8757;1524;43.2972864;56.9;0;49.86480568;46.10610048
06.01.2021;20211;2021;1;54.36;73.8757;1525;43.2972864;56.9;0;51.05727864;46.61610048
07.01.2021;20211;2021;1;54.08;73.8757;1526;43.2972864;56.9;0;50.86087133;46.53210048
08.01.2021;20211;2021;1;55.12;73.8757;1527;43.2972864;56.9;0;51.5903842;46.84410048
11.01.2021;20211;2021;1;54.95;73.8757;1528;43.2972864;56.9;0;51.47113691;46.79310048
12.01.2021;20211;2021;1;56.09;74.5157;1529;43.2972864;56.9;0;52.27079524;47.13510048
13.01.2021;20211;2021;1;55.9;74.2663;1530;43.2972864;56.9;0;52.13751885;47.07810048
14.01.2021;20211;2021;1;55.16;73.5264;1531;43.2972864;56.9;0;51.61844239;46.85610048
15.01.2021;20211;2021;1;54.73;73.7961;1532;43.2972864;56.9;0;51.31681688;46.72710048
18.01.2021;20211;2021;1;54.6;73.7961;1533;43.2972864;56.9;0;51.22562777;46.68810048
19.01.2021;20211;2021;1;55.63;73.9735;1534;43.2972864;56.9;0;51.94812609;46.99710048
20.01.2021;20211;2021;1;56.08;73.7243;1535;43.2972864;56.9;0;52.26378069;47.13210048
21.01.2021;20211;2021;1;55.67;73.355;1536;43.2972864;56.9;0;51.97618428;47.00910048
22.01.2021;20211;2021;1;55.21;73.3694;1537;43.2972864;56.9;0;51.65351512;46.87110048
25.01.2021;20211;2021;1;55.03;73.3694;1538;43.2972864;56.9;0;51.52725328;46.81710048
26.01.2021;20211;2021;1;55.76;74.8569;1539;43.2972864;56.9;0;52.0393152;47.03610048
27.01.2021;20211;2021;1;56.09;75.6354;1540;43.2972864;56.9;0;52.27079524;47.13510048
28.01.2021;20211;2021;1;55.52;75.04;1541;43.2972864;56.9;0;51.87096607;46.96410048
29.01.2021;20211;2021;1;55.81;76.1854;1542;43.2972864;56.9;0;52.07438793;47.05110048
01.02.2021;20212;2021;2;56.45;76.1854;1543;43.2972864;68.9;0;53.55689757;47.24310048
02.02.2021;20212;2021;2;57.91;75.5053;1544;43.2972864;68.9;0;54.69575247;47.68110048
03.02.2021;20212;2021;2;58.71;75.9051;1545;43.2972864;68.9;0;55.31978255;47.92110048
04.02.2021;20212;2021;2;58.65;76.0801;1546;43.2972864;68.9;0;55.27298029;47.90310048
05.02.2021;20212;2021;2;59.7;75.7293;1547;43.2972864;68.9;0;56.09201977;48.21810048
08.02.2021;20212;2021;2;59.68;75.7293;1548;43.2972864;68.9;0;56.07641902;48.21210048
09.02.2021;20212;2021;2;59.76;74.2602;1549;43.2972864;68.9;0;56.13882203;48.23610048
10.02.2021;20212;2021;2;60.64;74.1192;1550;43.2972864;68.9;0;56.82525512;48.50010048
11.02.2021;20212;2021;2;60.78;73.8526;1551;43.2972864;68.9;0;56.93446038;48.54210048
12.02.2021;20212;2021;2;60.86;73.7579;1552;43.2972864;68.9;0;56.99686339;48.56610048
15.02.2021;20212;2021;2;62.95;73.7579;1553;43.2972864;68.9;0;58.62714198;49.19310048
16.02.2021;20212;2021;2;62.56;73.3092;1554;43.2972864;68.9;0;58.32292732;49.07610048
17.02.2021;20212;2021;2;63.36;73.2895;1555;43.2972864;68.9;0;58.9469574;49.31610048
18.02.2021;20212;2021;2;63.56;73.7669;1556;43.2972864;68.9;0;59.10296492;49.37610048
19.02.2021;20212;2021;2;62.5;73.7755;1557;43.2972864;68.9;0;58.27612506;49.05810048
22.02.2021;20212;2021;2;62.95;73.7755;1558;43.2972864;68.9;0;58.62714198;49.19310048
23.02.2021;20212;2021;2;64.03;73.7755;1559;43.2972864;68.9;0;59.46958259;49.51710048
24.02.2021;20212;2021;2;65.56;73.7755;1560;43.2972864;68.9;0;60.66304012;49.97610048
25.02.2021;20212;2021;2;66;73.7532;1561;43.2972864;68.9;0;61.00625666;50.10810048
26.02.2021;20212;2021;2;64.92;73.4747;1562;43.2972864;68.9;0;60.16381605;49.78410048
01.03.2021;20213;2021;3;64.55;73.4747;1563;43.2972864;126.9;0;57.58730988;49.67310048
02.03.2021;20213;2021;3;62.69;74.0448;1564;43.2972864;126.9;0;56.33667223;49.11510048
03.03.2021;20213;2021;3;63.44;74.5755;1565;43.2972864;126.9;0;56.84096161;49.34010048
04.03.2021;20213;2021;3;66.43;73.5187;1566;43.2972864;126.9;0;58.85139524;50.23710048
05.03.2021;20213;2021;3;68.07;73.7864;1567;43.2972864;126.9;0;59.954108;50.72910048
08.03.2021;20213;2021;3;67.4;73.7864;1568;43.2972864;126.9;0;59.50360949;50.52810048
09.03.2021;20213;2021;3;65.86;73.7864;1569;43.2972864;126.9;0;58.46813532;50.06610048
10.03.2021;20213;2021;3;65.45;74.264;1570;43.2972864;126.9;0;58.19245713;49.94310048
11.03.2021;20213;2021;3;67.9;74.0393;1571;43.2972864;126.9;0;59.83980241;50.67810048
12.03.2021;20213;2021;3;67.61;73.4996;1572;43.2972864;126.9;0;59.64481052;50.59110048
15.03.2021;20213;2021;3;66.91;73.4996;1573;43.2972864;126.9;0;59.17414044;50.38110048
16.03.2021;20213;2021;3;66.05;73.2317;1574;43.2972864;126.9;0;58.59588862;50.12310048
17.03.2021;20213;2021;3;65.64;72.9619;1575;43.2972864;126.9;0;58.32021043;50.00010048
18.03.2021;20213;2021;3;63.33;73.1019;1576;43.2972864;126.9;0;56.76699917;49.30710048
19.03.2021;20213;2021;3;62.09;73.6582;1577;43.2972864;126.9;0;55.93324074;48.93510048
22.03.2021;20213;2021;3;62.29;73.6582;1578;43.2972864;126.9;0;56.0677179;48.99510048
23.03.2021;20213;2021;3;60.21;74.6085;1579;43.2972864;126.9;0;54.66915538;48.37110048
24.03.2021;20213;2021;3;62.16;75.3585;1580;43.2972864;126.9;0;55.98030774;48.95610048
25.03.2021;20213;2021;3;59.89;76.1535;1581;43.2972864;126.9;0;54.45399191;48.27510048
26.03.2021;20213;2021;3;62.35;76.1741;1582;43.2972864;126.9;0;56.10806105;49.01310048
29.03.2021;20213;2021;3;61.74;76.1741;1583;43.2972864;126.9;0;55.6979057;48.83010048
30.03.2021;20213;2021;3;62.05;75.8287;1584;43.2972864;126.9;0;55.9063453;48.92310048
31.03.2021;20213;2021;3;61.63;75.7023;1585;43.2972864;126.9;0;55.62394325;48.79710048
01.04.2021;20214;2021;4;60.35;75.6373;1586;43.2972864;177.1;0;52.53637781;48.41310048
05.04.2021;20214;2021;4;60.35;75.6373;1587;43.2972864;177.1;0;52.53637781;48.41310048
06.04.2021;20214;2021;4;60.25;76.6052;1588;43.2972864;177.1;0;52.48219821;48.38310048
07.04.2021;20214;2021;4;58.75;76.3802;1589;43.2972864;177.1;0;51.66950427;47.93310048
08.04.2021;20214;2021;4;59.73;77.773;1590;43.2972864;177.1;0;52.20046431;48.22710048
09.04.2021;20214;2021;4;60.06;77.1011;1591;43.2972864;177.1;0;52.37925698;48.32610048
12.04.2021;20214;2021;4;60.68;77.1011;1592;43.2972864;177.1;0;52.71517048;48.51210048
13.04.2021;20214;2021;4;61.03;77.5104;1593;43.2972864;177.1;0;52.90479907;48.61710048
14.04.2021;20214;2021;4;63.79;77.2535;1594;43.2972864;177.1;0;54.40015593;49.44510048
15.04.2021;20214;2021;4;63.75;75.6826;1595;43.2972864;177.1;0;54.37848409;49.43310048
16.04.2021;20214;2021;4;63.94;76.9808;1596;43.2972864;177.1;0;54.48142532;49.49010048
19.04.2021;20214;2021;4;64.39;76.9808;1597;43.2972864;177.1;0;54.72523351;49.62510048
20.04.2021;20214;2021;4;62.45;76.2491;1598;43.2972864;177.1;0;53.67414934;49.04310048
21.04.2021;20214;2021;4;62.56;76.0155;1599;43.2972864;177.1;0;53.73374689;49.07610048
22.04.2021;20214;2021;4;63.12;76.8198;1600;43.2972864;177.1;0;54.03715263;49.24410048
23.04.2021;20214;2021;4;63.62;76.4217;1601;43.2972864;177.1;0;54.30805061;49.39410048
26.04.2021;20214;2021;4;63.53;76.4217;1602;43.2972864;177.1;0;54.25928898;49.36710048
27.04.2021;20214;2021;4;63.67;74.768;1603;43.2972864;177.1;0;54.33514041;49.40910048
28.04.2021;20214;2021;4;65.44;74.9578;1604;43.2972864;177.1;0;55.29411927;49.94010048
29.04.2021;20214;2021;4;65.95;74.939;1605;43.2972864;177.1;0;55.57043521;50.09310048
30.04.2021;20214;2021;4;65.69;74.3823;1606;43.2972864;177.1;0;55.42956826;50.01510048
04.05.2021;20215;2021;5;67.22;74.3823;1607;43.2972864;126.8;0;58.00284523;50.47410048
05.05.2021;20215;2021;5;68.44;75.2567;1608;43.2972864;126.8;0;58.75279284;50.84010048
06.05.2021;20215;2021;5;67.13;74.8617;1609;43.2972864;126.8;0;57.94752123;50.44710048
07.05.2021;20215;2021;5;66.67;74.577;1610;43.2972864;126.8;0;57.6647541;50.30910048
10.05.2021;20215;2021;5;66.43;74.577;1611;43.2972864;126.8;0;57.51722342;50.23710048
11.05.2021;20215;2021;5;66.71;74.577;1612;43.2972864;126.8;0;57.68934255;50.32110048
12.05.2021;20215;2021;5;68.53;74.1567;1613;43.2972864;126.8;0;58.80811684;50.86710048
13.05.2021;20215;2021;5;66.31;74.04;1614;43.2972864;126.8;0;57.44345809;50.20110048
14.05.2021;20215;2021;5;67.51;74.3566;1615;43.2972864;126.8;0;58.18111147;50.56110048
17.05.2021;20215;2021;5;67.91;74.3566;1616;43.2972864;126.8;0;58.42699593;50.68110048
18.05.2021;20215;2021;5;68.06;73.8537;1617;43.2972864;126.8;0;58.5192026;50.72610048
19.05.2021;20215;2021;5;64.82;73.6992;1618;43.2972864;126.8;0;56.52753847;49.75410048
20.05.2021;20215;2021;5;64.86;73.6778;1619;43.2972864;126.8;0;56.55212692;49.76610048
21.05.2021;20215;2021;5;65.25;73.6007;1620;43.2972864;126.8;0;56.79186426;49.88310048
24.05.2021;20215;2021;5;66.64;73.6007;1621;43.2972864;126.8;0;57.64631277;50.30010048
25.05.2021;20215;2021;5;67.03;73.5266;1622;43.2972864;126.8;0;57.88605011;50.41710048
26.05.2021;20215;2021;5;67.28;73.3963;1623;43.2972864;126.8;0;58.0397279;50.49210048
27.05.2021;20215;2021;5;67.36;73.4737;1624;43.2972864;126.8;0;58.08890479;50.51610048
28.05.2021;20215;2021;5;67.74;73.458;1625;43.2972864;126.8;0;58.32249503;50.63010048
01.06.2021;20216;2021;6;68.81;73.2965;1626;43.2972864;207.4;0.700291001;50.94367624;50.95110048
02.06.2021;20216;2021;6;68.91;73.2411;1627;43.2972864;207.4;0.700291001;50.97364714;50.98110048
03.06.2021;20216;2021;6;68.88;73.4979;1628;43.2972864;207.4;0.700291001;50.96465587;50.97210048
04.06.2021;20216;2021;6;69.8;73.2636;1629;43.2972864;207.4;0.700291001;51.24038815;51.24810048
07.06.2021;20216;2021;6;69.58;73.2636;1630;43.2972864;207.4;0.700291001;51.17445217;51.18210048
08.06.2021;20216;2021;6;68.9;72.9294;1631;43.2972864;207.4;0.700291001;50.97065005;50.97810048
09.06.2021;20216;2021;6;69.5;72.8256;1632;43.2972864;207.4;0.700291001;51.15047545;51.15810048
10.06.2021;20216;2021;6;69.66;72.0829;1633;43.2972864;207.4;0.700291001;51.19842889;51.20610048
11.06.2021;20216;2021;6;70.01;72.1974;1634;43.2972864;207.4;0.700291001;51.30332704;51.31110048
14.06.2021;20216;2021;6;70.73;72.1974;1635;43.2972864;207.4;0.700291001;51.51911752;51.52710048
15.06.2021;20216;2021;6;71.21;72.1974;1636;43.2972864;207.4;0.700291001;51.66297784;51.67110048
16.06.2021;20216;2021;6;72.54;71.8318;1637;43.2972864;207.4;0.700291001;52.06159081;52.07010048
17.06.2021;20216;2021;6;71.02;72.0323;1638;43.2972864;207.4;0.700291001;51.60603313;51.61410048
18.06.2021;20216;2021;6;71.21;72.5048;1639;43.2972864;207.4;0.700291001;51.66297784;51.67110048
